,Province,U_R,COICOP,Index,Weights,Date,CPI,Level,Month
89,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-06-01,87.79873349281955,Urban,June
90,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-07-01,81.73509477639632,Urban,July
91,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-07-01,75.65581627655617,Urban,July
92,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-07-01,84.0408862191773,Urban,July
93,0,1,01.1.2,Meat,197.40035443603645,2009-07-01,82.96622638221254,Urban,July
94,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-07-01,61.805044429961555,Urban,July
95,0,1,01.1.7,Vegetables,885.603708112186,2009-07-01,73.81979387370491,Urban,July
96,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-07-01,81.83922618689506,Urban,July
97,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-07-01,79.25893081588617,Urban,July
98,0,1,03,Clothing and footwear,530.7676668306442,2009-07-01,83.75597152446686,Urban,July
99,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-07-01,90.02059292836493,Urban,July
100,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-07-01,93.19319133339384,Urban,July
101,0,1,06,Health,132.54444317531355,2009-07-01,87.78497640010399,Urban,July
102,0,1,07,Transport,1245.1702845755299,2009-07-01,83.49840592244544,Urban,July
103,0,1,08,Communication,314.3098917023506,2009-07-01,110.29503351860903,Urban,July
104,0,1,09,Recreation and culture,307.16719129739846,2009-07-01,95.51612025290905,Urban,July
105,0,1,10,Education,274.8664135596747,2009-07-01,53.18848345055635,Urban,July
106,0,1,11,Restaurants and hotels,882.054431118825,2009-07-01,85.60997438188916,Urban,July
107,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-07-01,86.89430120342138,Urban,July
108,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-08-01,82.64011731317505,Urban,August
109,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-08-01,77.42812141507754,Urban,August
110,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-08-01,82.61213916501308,Urban,August
111,0,1,01.1.2,Meat,197.40035443603645,2009-08-01,79.87486321357675,Urban,August
112,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-08-01,60.44541348015904,Urban,August
113,0,1,01.1.7,Vegetables,885.603708112186,2009-08-01,80.51352212993179,Urban,August
114,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-08-01,82.60749308526134,Urban,August
115,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-08-01,79.12890531861278,Urban,August
116,0,1,03,Clothing and footwear,530.7676668306442,2009-08-01,84.59549364412226,Urban,August
117,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-08-01,90.24971184931934,Urban,August
118,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-08-01,93.13176354474791,Urban,August
119,0,1,06,Health,132.54444317531355,2009-08-01,87.82026731543458,Urban,August
120,0,1,07,Transport,1245.1702845755299,2009-08-01,84.73611351296506,Urban,August
121,0,1,08,Communication,314.3098917023506,2009-08-01,110.51303208527128,Urban,August
122,0,1,09,Recreation and culture,307.16719129739846,2009-08-01,95.41979785516789,Urban,August
123,0,1,10,Education,274.8664135596747,2009-08-01,53.18848345055635,Urban,August
124,0,1,11,Restaurants and hotels,882.054431118825,2009-08-01,85.44727353438327,Urban,August
125,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-08-01,87.4370132019449,Urban,August
126,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-09-01,84.05988137129484,Urban,September
127,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-09-01,80.69245050880076,Urban,September
128,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-09-01,81.46858564120049,Urban,September
129,0,1,01.1.2,Meat,197.40035443603645,2009-09-01,80.56242014668415,Urban,September
130,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-09-01,63.45563480537048,Urban,September
131,0,1,01.1.7,Vegetables,885.603708112186,2009-09-01,89.21206670730331,Urban,September
132,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-09-01,82.05485648043984,Urban,September
133,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-09-01,79.42339746943232,Urban,September
134,0,1,03,Clothing and footwear,530.7676668306442,2009-09-01,85.02490684884995,Urban,September
135,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-09-01,90.44756126711094,Urban,September
136,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-09-01,93.28642299819157,Urban,September
137,0,1,06,Health,132.54444317531355,2009-09-01,88.04018547789258,Urban,September
138,0,1,07,Transport,1245.1702845755299,2009-09-01,85.61031840854794,Urban,September
139,0,1,08,Communication,314.3098917023506,2009-09-01,110.27538705589521,Urban,September
140,0,1,09,Recreation and culture,307.16719129739846,2009-09-01,94.56717601181089,Urban,September
141,0,1,10,Education,274.8664135596747,2009-09-01,53.18848345055635,Urban,September
142,0,1,11,Restaurants and hotels,882.054431118825,2009-09-01,85.67011314095954,Urban,September
143,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-09-01,88.06376984169215,Urban,September
144,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-10-01,84.75372758811731,Urban,October
145,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-10-01,82.18170541619521,Urban,October
146,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-10-01,81.96879665875275,Urban,October
147,0,1,01.1.2,Meat,197.40035443603645,2009-10-01,81.36705568456736,Urban,October
148,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-10-01,65.43105549626743,Urban,October
149,0,1,01.1.7,Vegetables,885.603708112186,2009-10-01,90.34604712231265,Urban,October
150,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-10-01,82.52573144825925,Urban,October
151,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-10-01,81.49897098756925,Urban,October
152,0,1,03,Clothing and footwear,530.7676668306442,2009-10-01,84.74225364257384,Urban,October
153,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-10-01,91.1533775792097,Urban,October
154,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-10-01,92.37960243971195,Urban,October
155,0,1,06,Health,132.54444317531355,2009-10-01,88.19890753717412,Urban,October
156,0,1,07,Transport,1245.1702845755299,2009-10-01,86.05969285816502,Urban,October
157,0,1,08,Communication,314.3098917023506,2009-10-01,109.98016733973806,Urban,October
158,0,1,09,Recreation and culture,307.16719129739846,2009-10-01,94.31231290665689,Urban,October
159,0,1,10,Education,274.8664135596747,2009-10-01,53.18848345055635,Urban,October
160,0,1,11,Restaurants and hotels,882.054431118825,2009-10-01,85.83958554229396,Urban,October
161,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-10-01,86.16883067056662,Urban,October
162,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-11-01,85.3290143502565,Urban,November
163,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-11-01,83.50851897537103,Urban,November
164,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-11-01,84.33123866826706,Urban,November
165,0,1,01.1.2,Meat,197.40035443603645,2009-11-01,82.04566683770199,Urban,November
166,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-11-01,63.37670897643548,Urban,November
167,0,1,01.1.7,Vegetables,885.603708112186,2009-11-01,91.49737028432449,Urban,November
168,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-11-01,82.43549394828125,Urban,November
169,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-11-01,81.32976772203976,Urban,November
170,0,1,03,Clothing and footwear,530.7676668306442,2009-11-01,84.07580056287009,Urban,November
171,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-11-01,91.26050296034474,Urban,November
172,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-11-01,92.53921636237193,Urban,November
173,0,1,06,Health,132.54444317531355,2009-11-01,88.84616911905505,Urban,November
174,0,1,07,Transport,1245.1702845755299,2009-11-01,86.57105692185894,Urban,November
175,0,1,08,Communication,314.3098917023506,2009-11-01,109.53123655132853,Urban,November
176,0,1,09,Recreation and culture,307.16719129739846,2009-11-01,95.5727399278098,Urban,November
177,0,1,10,Education,274.8664135596747,2009-11-01,53.18848345055635,Urban,November
178,0,1,11,Restaurants and hotels,882.054431118825,2009-11-01,85.7430868320767,Urban,November
179,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-11-01,85.91697454333259,Urban,November
180,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2009-12-01,84.37016826098798,Urban,December
181,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2009-12-01,81.26069563629245,Urban,December
182,0,1,01.1.1,Bread and cereals,539.3638606485538,2009-12-01,86.29199285368863,Urban,December
183,0,1,01.1.2,Meat,197.40035443603645,2009-12-01,82.16583705547099,Urban,December
184,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2009-12-01,64.60533929399367,Urban,December
185,0,1,01.1.7,Vegetables,885.603708112186,2009-12-01,82.28826587338318,Urban,December
186,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2009-12-01,81.12068096860251,Urban,December
187,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2009-12-01,82.7640395323593,Urban,December
188,0,1,03,Clothing and footwear,530.7676668306442,2009-12-01,85.25766125732471,Urban,December
189,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2009-12-01,90.05264016310817,Urban,December
190,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2009-12-01,92.2776874694711,Urban,December
191,0,1,06,Health,132.54444317531355,2009-12-01,88.5369255733216,Urban,December
192,0,1,07,Transport,1245.1702845755299,2009-12-01,86.96047221646616,Urban,December
193,0,1,08,Communication,314.3098917023506,2009-12-01,108.53841455826858,Urban,December
194,0,1,09,Recreation and culture,307.16719129739846,2009-12-01,95.356501908462,Urban,December
195,0,1,10,Education,274.8664135596747,2009-12-01,53.1884840261299,Urban,December
196,0,1,11,Restaurants and hotels,882.054431118825,2009-12-01,86.48523363597295,Urban,December
197,0,1,12,Miscellaneous goods and serices,638.9197634176433,2009-12-01,85.96042937875718,Urban,December
198,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-01-01,83.77044080787073,Urban,January
199,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-01-01,79.43540204766911,Urban,January
200,0,1,01.1.1,Bread and cereals,539.3638606485538,2010-01-01,87.64736393460907,Urban,January
201,0,1,01.1.2,Meat,197.40035443603645,2010-01-01,81.40956695662555,Urban,January
202,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2010-01-01,63.52756771378242,Urban,January
203,0,1,01.1.7,Vegetables,885.603708112186,2010-01-01,76.02531055515927,Urban,January
204,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2010-01-01,82.08320042282006,Urban,January
205,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2010-01-01,83.47830248733398,Urban,January
206,0,1,03,Clothing and footwear,530.7676668306442,2010-01-01,85.150504535872,Urban,January
207,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2010-01-01,90.15823282206044,Urban,January
208,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2010-01-01,91.90810836810361,Urban,January
209,0,1,06,Health,132.54444317531355,2010-01-01,89.24025695108921,Urban,January
210,0,1,07,Transport,1245.1702845755299,2010-01-01,86.93765440997103,Urban,January
211,0,1,08,Communication,314.3098917023506,2010-01-01,108.98164936480805,Urban,January
212,0,1,09,Recreation and culture,307.16719129739846,2010-01-01,96.90699683062304,Urban,January
213,0,1,10,Education,274.8664135596747,2010-01-01,53.18848345055635,Urban,January
214,0,1,11,Restaurants and hotels,882.054431118825,2010-01-01,86.70924508048942,Urban,January
215,0,1,12,Miscellaneous goods and serices,638.9197634176433,2010-01-01,86.05503850330834,Urban,January
216,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-02-01,83.39305194337034,Urban,February
217,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-02-01,78.12130731285086,Urban,February
218,0,1,01.1.1,Bread and cereals,539.3638606485538,2010-02-01,85.84723358866795,Urban,February
219,0,1,01.1.2,Meat,197.40035443603645,2010-02-01,81.97215627004626,Urban,February
220,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2010-02-01,64.35202804708075,Urban,February
221,0,1,01.1.7,Vegetables,885.603708112186,2010-02-01,74.88820405244981,Urban,February
222,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2010-02-01,82.8784039333029,Urban,February
223,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2010-02-01,83.0247234953114,Urban,February
224,0,1,03,Clothing and footwear,530.7676668306442,2010-02-01,85.08802537520711,Urban,February
225,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2010-02-01,89.24230795547277,Urban,February
226,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2010-02-01,92.37249168009104,Urban,February
227,0,1,06,Health,132.54444317531355,2010-02-01,89.44907542925519,Urban,February
228,0,1,07,Transport,1245.1702845755299,2010-02-01,87.38625595857714,Urban,February
229,0,1,08,Communication,314.3098917023506,2010-02-01,110.0520990631367,Urban,February
230,0,1,09,Recreation and culture,307.16719129739846,2010-02-01,96.76805929204309,Urban,February
231,0,1,10,Education,274.8664135596747,2010-02-01,56.878796377454485,Urban,February
232,0,1,11,Restaurants and hotels,882.054431118825,2010-02-01,87.52259945695121,Urban,February
233,0,1,12,Miscellaneous goods and serices,638.9197634176433,2010-02-01,85.69361823939224,Urban,February
234,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-03-01,83.719980559458,Urban,March
235,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-03-01,78.9202846045318,Urban,March
236,0,1,01.1.1,Bread and cereals,539.3638606485538,2010-03-01,85.3052671923995,Urban,March
237,0,1,01.1.2,Meat,197.40035443603645,2010-03-01,80.78934572156837,Urban,March
238,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2010-03-01,63.76064377871081,Urban,March
239,0,1,01.1.7,Vegetables,885.603708112186,2010-03-01,78.41238769739726,Urban,March
240,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2010-03-01,82.170248178874,Urban,March
241,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2010-03-01,85.87518048978139,Urban,March
242,0,1,03,Clothing and footwear,530.7676668306442,2010-03-01,85.12904047191205,Urban,March
243,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2010-03-01,89.07771233145192,Urban,March
244,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2010-03-01,91.56685961266605,Urban,March
245,0,1,06,Health,132.54444317531355,2010-03-01,89.53860559705222,Urban,March
246,0,1,07,Transport,1245.1702845755299,2010-03-01,87.51642155286179,Urban,March
247,0,1,08,Communication,314.3098917023506,2010-03-01,109.9605961032363,Urban,March
248,0,1,09,Recreation and culture,307.16719129739846,2010-03-01,96.47054366281888,Urban,March
249,0,1,10,Education,274.8664135596747,2010-03-01,56.60157196509081,Urban,March
250,0,1,11,Restaurants and hotels,882.054431118825,2010-03-01,88.20978187004673,Urban,March
251,0,1,12,Miscellaneous goods and serices,638.9197634176433,2010-03-01,85.30108169855038,Urban,March
252,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-04-01,84.18368962399595,Urban,April
253,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-04-01,79.56572680639836,Urban,April
254,0,1,01.1.1,Bread and cereals,539.3638606485538,2010-04-01,83.41036036604301,Urban,April
255,0,1,01.1.2,Meat,197.40035443603645,2010-04-01,81.61410243073031,Urban,April
256,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2010-04-01,65.58311439427239,Urban,April
257,0,1,01.1.7,Vegetables,885.603708112186,2010-04-01,81.02141753613355,Urban,April
258,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2010-04-01,83.13905910847562,Urban,April
259,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2010-04-01,85.99264841166305,Urban,April
260,0,1,03,Clothing and footwear,530.7676668306442,2010-04-01,85.27314459963296,Urban,April
261,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2010-04-01,90.02539715073947,Urban,April
262,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2010-04-01,92.22959672882227,Urban,April
263,0,1,06,Health,132.54444317531355,2010-04-01,89.91006026004726,Urban,April
264,0,1,07,Transport,1245.1702845755299,2010-04-01,87.6676558966127,Urban,April
265,0,1,08,Communication,314.3098917023506,2010-04-01,110.28569929959716,Urban,April
266,0,1,09,Recreation and culture,307.16719129739846,2010-04-01,97.42505318230356,Urban,April
267,0,1,10,Education,274.8664135596747,2010-04-01,56.60157196509081,Urban,April
268,0,1,11,Restaurants and hotels,882.054431118825,2010-04-01,87.08874522814757,Urban,April
269,0,1,12,Miscellaneous goods and serices,638.9197634176433,2010-04-01,85.42282401354,Urban,April
270,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-05-01,84.6361490717438,Urban,May
271,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-05-01,80.00672016990256,Urban,May
272,0,1,01.1.1,Bread and cereals,539.3638606485538,2010-05-01,82.40850368732501,Urban,May
273,0,1,01.1.2,Meat,197.40035443603645,2010-05-01,81.54914646444225,Urban,May
274,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2010-05-01,67.14788320907128,Urban,May
275,0,1,01.1.7,Vegetables,885.603708112186,2010-05-01,82.96274403412285,Urban,May
276,0,1,01.2,Non-alcoholic beerages,132.12406477416687,2010-05-01,82.1886437433334,Urban,May
277,0,1,02,Alcoholic beerages and tobacco,485.3264091869946,2010-05-01,86.26651519531501,Urban,May
278,0,1,03,Clothing and footwear,530.7676668306442,2010-05-01,84.95782213076015,Urban,May
279,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2010-05-01,90.93170751363996,Urban,May
280,0,1,05,"Furnishing, household equipment and routine household maintenance",375.48340240274274,2010-05-01,92.08825769127208,Urban,May
281,0,1,06,Health,132.54444317531355,2010-05-01,89.37197164267418,Urban,May
282,0,1,07,Transport,1245.1702845755299,2010-05-01,87.99712754782769,Urban,May
283,0,1,08,Communication,314.3098917023506,2010-05-01,109.94566730593323,Urban,May
284,0,1,09,Recreation and culture,307.16719129739846,2010-05-01,97.62372424172082,Urban,May
285,0,1,10,Education,274.8664135596747,2010-05-01,56.60157196509081,Urban,May
286,0,1,11,Restaurants and hotels,882.054431118825,2010-05-01,88.62945030161693,Urban,May
287,0,1,12,Miscellaneous goods and serices,638.9197634176433,2010-05-01,85.5335061977443,Urban,May
288,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2010-06-01,84.90529961858297,Urban,June
289,0,1,01,Food and non-alcoholic beerages,2737.905830276656,2010-06-01,80.04790132486478,Urban,June
